PT_NM,WMYR,WMOD,WMWK,ITEM_PH,ITEM_BOD,ITEM_COD,ITEM_TOC,ITEM_SS,ITEM_DOC,ITEM_TP,ITEM_TCOLI,ITEM_ECOLI,drink
병천천A,2021,4,3회차,7.8,3.3,7.9,4.3,,10.5,,,,0
용두천,2021,4,2회차,7.9,3.0,8.5,5.0,,13.3,,,,0
금천,2021,4,2회차,7.7,3.4,8.6,5.2,,10.7,,,,0
석성천-1,2021,4,5회차,7.9,5.9,13.5,7.6,,7.8,,,,0
대아지3,2021,4,13,7.5,0.3,2.3,1.4,,11.5,,,,1
동화호,2021,4,13,8.0,0.2,2.0,1.3,,11.3,,,,1
밀양강A,2021,4,1회차,7.4,0.7,3.4,2.3,,10.5,,,,1
밀양강A,2021,4,3회차,7.9,1.4,3.5,2.4,,10.0,,,,1
낙동강하구언1,2021,4,1회차,8.4,1.6,5.1,3.5,,11.0,,,,1
낙동강하구언2,2021,4,3회차,8.1,2.5,7.2,5.1,,10.9,,,,0
용계천,2021,4,3회차,9.1,1.2,4.0,3.0,,9.4,,,,0
용전천3,2021,4,3회차,8.4,0.8,3.1,2.2,,10.2,,,,1
미호천3,2021,4,1회차,7.9,2.8,7.8,4.0,,10.8,,,,0
성암천,2021,4,2회차,7.5,1.9,4.8,2.7,,10.7,,,,1
백천,2021,4,2회차,8.1,1.1,4.1,3.2,,10.0,,,,1
덕곡,2021,4,2회차,8.0,2.5,6.3,5.0,,12.9,,,,0
신반천,2021,4,1회차,8.0,1.2,3.8,,,9.7,,,,1
수홍천,2021,4,0회차,7.5,0.7,2.6,1.6,,11.9,,,,1
무안2,2021,4,2회차,8.4,2.0,6.2,4.4,,7.7,,,,1
황룡강3-1,2021,4,3회차,8.4,4.0,7.8,3.7,,12.7,,,,0
주암댐1,2021,4,25,7.8,0.4,2.4,1.7,,10.5,,,,1
주암댐1,2021,4,41,8.5,1.0,3.5,2.1,,10.3,,,,1
주암댐,2021,4,3회차,7.8,0.6,2.7,1.8,,10.9,,,,1
평동천,2021,4,2회차,7.5,2.8,6.7,6.2,,8.3,,,,0
영산천,2021,4,3회차,8.4,1.8,5.6,4.1,,11.6,,,,1
용산천,2021,4,4회차,6.9,2.6,5.0,2.8,,8.0,,,,0
진원천,2021,4,4회차,6.7,2.0,4.4,2.3,,13.7,,,,1
의암댐1,2019,1,31,8.4,1.3,3.5,1.7,,13.6,,,,1
안계댐,2021,4,11,8.8,2.3,3.3,4.2,,11.6,,,,0
연초댐1,2021,4,13,7.8,1.5,2.9,2.2,,9.8,,,,1
합천댐3,2021,4,11,5.3,1.5,2.2,2.3,,10.1,,,,0
주암댐2,2021,4,13,6.6,1.1,2.8,1.4,,11.6,,,,1
대암댐2,2021,4,11,7.7,0.9,3.9,2.5,,10.0,,,,1
보령댐3,2021,4,15,7.6,0.6,2.6,1.4,,11.1,,,,1
수어댐1,2019,1,15,7.5,1.4,2.5,1.2,,11.5,,,,1
원성천,2021,4,1회차,7.8,2.9,16.5,4.0,,8.9,,,,0
횡천강1,2021,4,1회차,7.9,2.0,1.8,1.1,,10.9,,,,1
황강3,2021,4,1회차,7.3,0.8,3.6,2.6,,11.5,,,,1
용담댐3,2021,4,13,7.6,1.3,2.9,1.5,,10.4,,,,1
부안댐2,2021,4,13,6.8,1.0,3.2,1.9,,10.2,,,,1
운문댐1,2021,4,11,7.4,2.0,3.1,1.8,,11.9,,,,1
섬진강댐2,2021,4,13,7.8,2.0,3.5,1.9,,10.6,,,,1
장흥댐1,2021,4,11,7.6,1.7,1.4,1.6,,11.7,,,,1
영주댐3,2021,4,15,7.4,1.9,6.4,4.4,,8.2,,,,1
낙동강하구1,2021,4,11,7.6,1.3,5.8,3.3,,12.5,,,,1
충주댐2,2021,4,11,8.2,1.7,2.5,1.5,,10.2,,,,1
조종천3,2021,4,2회차,8.1,0.8,2.4,1.9,,11.5,,,,1
조종천3,2021,4,4회차,8.3,1.0,2.8,1.3,,13.5,,,,1
조양강,2021,4,2회차,8.6,0.8,2.4,1.4,,10.8,,,,0
원주,2021,4,2회차,8.5,0.9,2.8,1.7,,11.9,,,,1
문평천,2021,4,4회차,7.3,1.7,4.4,2.2,,11.7,,,,1
석교천,2019,1,1회차,7.3,1.4,6.4,3.9,,17.0,,,,1
석성천2,2019,1,2회차,7.9,1.9,5.2,3.0,,15.4,,,,1
삼포천2,2021,4,3회차,7.7,3.4,10.6,7.9,,12.1,,,,0
풍영정천-1,2021,4,3회차,7.1,2.5,5.6,2.9,,12.4,,,,0
식지천,2021,4,1회차,7.9,2.5,6.3,4.0,,11.2,,,,0
구산천,2021,4,1회차,7.8,0.8,3.0,1.6,,11.5,,,,1
삼포천1,2021,4,2회차,7.3,6.0,12.5,6.4,,8.7,,,,0
오수천-1,2021,4,1회차,7.7,0.8,3.3,1.6,,11.6,,,,1
오수천-1,2021,4,2회차,7.4,0.7,3.1,1.7,,13.1,,,,1
율천,2021,4,2회차,7.2,1.2,3.8,2.5,,12.6,,,,1
치천,2021,4,3회차,7.7,0.8,2.7,1.5,,8.1,,,,1
용포,2021,4,1회차,8.2,0.5,3.1,1.9,,10.2,,,,1
남원,2021,4,1회차,7.9,1.4,4.2,2.2,,9.3,,,,1
무거천,2021,4,1회차,8.0,0.5,2.9,1.7,,14.2,,,,1
반송,2021,4,1회차,8.3,1.1,3.9,2.2,,9.6,,,,1
용산,2021,4,2회차,8.5,2.5,6.1,4.5,,12.0,,,,0
대교천,2021,4,1회차,7.4,0.3,2.6,2.4,,10.6,,,,1
두계천1,2021,4,1회차,8.3,4.0,2.6,1.6,,10.4,,,,0
안망천,2021,4,4회차,7.9,0.4,3.0,2.4,,10.2,,,,1
광산천1,2021,4,1회차,7.9,1.2,8.5,6.3,,9.7,,,,1
복계천,2021,4,2회차,9.0,1.8,5.1,3.8,,12.9,,,,0
말지천,2021,4,1회차,7.6,1.7,10.8,7.7,,11.3,,,,1
한천-1,2021,4,4회차,9.1,1.4,4.1,2.8,,14.2,,,,0
경호천,2021,4,3회차,7.8,0.8,4.4,3.1,,10.2,,,,1
한천-2,2021,4,3회차,7.4,1.4,6.4,4.8,,9.2,,,,1
차천,2021,4,2회차,7.9,1.5,12.5,10.0,,8.1,,,,1
서낙동강2,2021,4,1회차,7.1,1.1,6.2,3.4,,10.0,,,,1
학장천3,2021,4,1회차,7.7,5.3,8.1,5.0,,10.1,,,,0
덕천천,2021,4,1회차,7.2,10.0,7.0,4.0,,9.0,,,,0
기계천,2021,4,1회차,8.0,1.4,3.4,1.3,,10.7,,,,1
금호강4,2021,4,1회차,8.2,3.8,8.2,6.7,,10.4,,,,0
공릉천-2,2021,4,1회차,8.1,0.6,2.9,1.3,,10.0,,,,1
설문천,2021,4,4회차,7.8,8.8,10.8,3.9,,6.4,,,,0
신천1-1,2021,4,3회차,8.0,3.3,7.6,3.8,,8.7,,,,0
어천,2019,1,1회차,8.4,0.3,0.7,0.0,,14.7,,,,1
안동1,2021,4,1회차,8.8,0.8,6.0,3.2,,10.9,,,,0
안동4,2021,4,3회차,8.0,0.8,5.4,,,10.8,,,,1
예천-1,2021,4,3회차,8.5,1.3,5.0,,,10.2,,,,1
예천-1,2021,4,4회차,8.0,0.7,5.1,,,9.6,,,,1
연기,2019,1,3회차,7.2,1.9,7.0,4.4,,12.9,,,,1
석성천-1,2019,1,3회차,7.8,1.6,3.2,2.0,,16.4,,,,1
석성천-1,2019,1,1회차,7.8,1.4,3.5,1.9,,14.7,,,,1
팔당댐,2019,1,5회차,8.7,1.0,3.2,1.8,,13.0,,,,0
악양,2019,1,2회차,7.1,0.8,2.8,2.7,,14.7,,,,1
주암댐1,2019,1,31,6.1,0.5,3.0,2.5,,10.3,,,,0
중랑천-1,2019,1,2회차,7.5,1.3,4.0,2.8,,12.4,,,,1
주암댐3,2021,4,15,7.0,1.5,3.4,1.5,,9.3,,,,1
선암댐,2021,4,15,7.2,0.9,4.6,2.9,,3.5,,,,1
보령댐1,2021,4,13,7.4,0.5,2.6,1.2,,11.3,,,,1
보령댐1,2021,4,15,7.4,0.5,2.5,1.2,,11.1,,,,1
용담댐3,2021,4,11,7.6,1.3,3.5,1.5,,10.7,,,,1
용담댐3,2021,4,15,7.7,1.2,3.6,1.6,,10.2,,,,1
부안댐1,2021,4,13,6.9,0.9,3.0,2.0,,10.6,,,,1
부안댐2,2021,4,15,6.8,1.0,3.0,1.8,,9.6,,,,1
부안댐3,2021,4,13,6.9,1.0,2.8,1.5,,9.9,,,,1
섬진강댐2,2021,4,11,8.1,1.9,3.4,1.7,,11.0,,,,1
나주댐2,2021,4,13,7.8,1.4,5.8,3.0,,11.2,,,,1
나주댐1,2021,4,11,8.4,1.1,5.8,2.8,,11.5,,,,1
대곡댐2,2019,7,11,8.2,1.4,6.6,4.4,,3.6,,,,1
용담댐1,2019,7,13,7.8,0.8,3.4,1.9,,8.6,,,,1
오대천2,2019,6,2회차,9.1,1.6,3.8,1.7,,9.8,,,,0
오대천2,2019,6,4회차,9.1,1.1,3.4,1.8,,9.4,,,,0
진원천,2019,6,2회차,7.1,2.7,8.5,4.5,,8.0,,,,0
광려천3,2019,6,3회차,9.1,3.6,8.8,,,11.7,,,,0
수홍천,2019,6,4회차,6.9,4.5,10.8,21.9,,8.2,,,,0
영산호1,2021,4,13,7.9,2.1,6.5,5.0,,10.1,,,,0
감포댐,2019,6,11,7.6,2.4,3.2,2.7,,9.0,,,,0
청미천3,2019,7,3회차,9.3,8.9,14.1,4.3,,12.2,,,,0
원서천,2019,7,1회차,7.5,1.1,2.6,1.4,,10.0,,,,1
이사천1-1,2019,7,2회차,7.6,0.6,2.6,1.9,,11.0,,,,1
이사천1-1,2019,6,1회차,7.3,0.6,2.9,1.6,,11.2,,,,1
C신천-1,2019,7,2회차,7.9,73.0,63.5,34.3,,1.5,,,,0
팔당댐5,2019,7,4회차,7.5,2.3,6.9,3.5,,6.1,,,,0
가창댐2,2019,7,1회차,7.3,1.2,1.2,0.8,,12.3,,,,1
용암천,2019,7,3회차,7.8,3.1,5.7,3.4,,6.5,,,,0
대아지1,2019,7,11,8.1,0.3,2.9,1.8,,8.6,,,,1
금호강5,2019,7,1회차,9.8,2.5,5.5,4.7,,7.5,,,,0
남양호3,2021,4,2회차,7.9,3.5,9.7,4.6,,8.8,,,,0
안성천3,2021,4,1회차,8.1,7.5,10.8,3.8,,9.5,,,,0
문산천1,2021,4,1회차,7.0,1.8,3.6,2.4,,7.8,,,,1
소양천2,2021,4,1회차,8.4,1.1,1.1,1.3,,10.1,,,,1
삼천2,2021,4,1회차,8.0,1.9,4.1,2.4,,10.0,,,,1
보성강댐1,2021,4,11,8.5,2.3,4.3,2.2,,11.6,,,,0
순천동천2,2021,4,1회차,9.2,2.9,5.0,2.0,,14.4,,,,0
고달,2021,4,1회차,7.8,1.0,4.6,2.3,,11.2,,,,1
구례,2021,4,2회차,7.6,0.9,4.0,2.2,,9.9,,,,1
봉곡천,2019,1,1회차,7.7,3.8,5.7,5.1,,13.6,,,,0
청통천,2019,1,1회차,7.9,1.1,3.6,2.8,,13.7,,,,1
청통천,2019,1,2회차,7.8,1.7,3.8,2.9,,13.5,,,,1
하빈천,2019,1,2회차,7.7,12.5,13.4,11.0,,15.0,,,,0
오봉천,2019,1,1회차,7.0,0.4,1.6,0.6,,16.7,,,,1
임천,2019,1,1회차,7.0,0.7,2.3,1.3,,16.4,,,,1
덕천강3,2019,1,1회차,7.9,0.5,1.8,0.7,,14.2,,,,1
문산천1,2019,1,1회차,7.5,1.4,3.7,2.2,,15.5,,,,1
황룡강1,2019,1,1회차,7.4,0.7,2.7,1.5,,14.3,,,,1
남천,2019,1,1회차,7.1,2.4,6.9,4.5,,13.6,,,,0
가정천,2019,1,1회차,8.3,0.6,1.4,0.7,,12.8,,,,1
하동,2019,1,1회차,6.3,1.8,4.7,2.1,,6.9,,,,0
대청,2019,1,2회차,8.0,0.4,4.0,2.5,,10.4,,,,1
임실,2019,1,1회차,7.9,0.5,3.7,2.8,,14.9,,,,1
현도,2019,1,4회차,7.5,1.2,4.7,2.8,,11.7,,,,1
원천지2,2019,6,1회차,8.9,2.5,5.1,3.5,,10.8,,,,0
금강갑문,2019,1,2회차,8.0,3.5,8.0,4.7,,16.8,,,,0
탐진강3,2019,1,3회차,7.9,1.8,4.4,4.1,,14.0,,,,1
안양천3-2,2019,6,2회차,7.4,3.2,10.5,4.6,,10.3,,,,0
안양천1A,2019,6,3회차,7.6,3.5,8.2,4.0,,10.5,,,,0
학의천,2019,6,2회차,7.3,0.8,6.3,3.1,,7.1,,,,1
학의천,2019,6,3회차,7.2,0.9,6.8,3.1,,7.0,,,,1
구운천-1,2019,6,1회차,9.1,1.0,3.7,1.1,,11.3,,,,0
금강천-1,2019,7,1회차,7.1,2.0,7.3,5.3,,7.9,,,,1
보성천,2019,7,1회차,7.9,0.3,4.0,2.4,,10.0,,,,1
금강하구3,2021,4,1회차,8.5,4.9,7.6,3.2,,10.5,,,,0
김제,2021,4,1회차,7.4,5.1,9.9,6.6,,9.4,,,,0
탑천,2021,4,1회차,7.7,7.6,11.1,8.8,,11.7,,,,0
금상천,2021,4,2회차,7.7,0.8,3.6,2.0,,12.5,,,,1
대청댐1,2021,4,31,7.9,0.2,4.4,2.5,,11.1,,,,1
C상암천,2019,1,1회차,8.0,1.9,3.7,2.6,,13.7,,,,1
세종1,2019,1,2회차,7.6,1.4,7.9,3.7,,13.1,,,,1
"광산(영본B, 용봉)",2019,1,4회차,7.8,5.5,11.4,8.9,,13.3,,,,0
공주2,2019,1,4회차,7.9,2.0,6.5,2.8,,14.6,,,,1
대청댐1,2019,1,11,7.5,0.6,4.2,2.7,,13.6,,,,1
대청댐1,2019,1,21,7.7,0.5,4.5,2.9,,13.7,,,,1
중랑천1A,2019,6,1회차,7.8,4.4,8.9,4.6,,9.3,,,,0
망월천,2019,7,2회차,8.6,4.3,7.5,4.4,,7.6,,,,0
무안2,2019,7,5회차,8.1,1.1,6.5,5.8,,7.2,,,,1
무안2,2019,1,4회차,7.8,1.2,5.6,4.5,,14.2,,,,1
동복천1,2019,7,1회차,7.5,0.9,4.8,3.1,,10.7,,,,1
오산천1,2019,7,2회차,8.1,0.8,4.2,2.0,,12.3,,,,1
감포댐,2019,7,13,7.4,1.5,2.9,2.6,,9.5,,,,1
사연댐2,2019,8,11,8.8,1.8,7.0,4.5,,4.9,,,,0
팔당댐4,2019,7,35,7.9,0.8,3.5,2.3,,7.6,,,,1
굴포천-1,2019,7,4회차,7.8,1.8,6.9,4.1,,5.2,,,,1
삽교천2,2019,7,1회차,8.1,4.8,13.9,7.8,,10.8,,,,0
용담댐1,2019,7,15,7.8,0.6,3.2,1.8,,7.7,,,,1
반변천1,2019,7,1회차,7.3,1.3,2.3,2.0,,9.7,,,,1
구운천,2019,6,1회차,8.2,1.2,3.4,1.9,,8.9,,,,1
풍영정천,2019,6,4회차,7.5,3.9,8.8,7.4,,9.9,,,,0
의암댐,2019,7,2회차,8.1,1.6,3.2,2.7,,10.9,,,,1
행주,2019,7,5회차,7.3,2.0,4.3,2.7,,7.2,,,,1
갑천5-1,2019,7,2회차,7.8,2.8,10.8,6.7,,10.6,,,,0
제천천2A,2019,7,5회차,7.7,0.8,5.6,2.0,,8.7,,,,1
달성,2019,7,1회차,7.8,2.4,9.8,,,7.9,,,,0
내성천1,2019,7,1회차,8.2,0.7,2.8,2.1,,6.8,,,,1
벽계천,2019,6,3회차,8.4,0.8,4.1,,,9.6,,,,1
운계천,2019,6,2회차,8.1,1.1,6.9,,,9.0,,,,1
영암천,2019,6,2회차,8.2,5.4,11.2,7.5,,12.3,,,,0
장평천,2019,6,1회차,7.7,6.6,8.6,4.3,,11.4,,,,0
동복댐1,2019,6,13,7.3,2.1,3.1,2.0,,9.3,,,,0
도산,2019,6,1회차,8.0,1.4,4.4,3.8,,9.5,,,,1
장성댐2,2021,4,13,7.4,1.1,3.6,2.0,,9.8,,,,1
영산포,2021,4,1회차,8.0,4.5,10.3,4.5,,13.9,,,,0
광주1,2021,4,3회차,9.6,7.2,10.3,3.9,,10.7,,,,0
장성댐1,2021,4,11,7.8,1.0,3.9,2.1,,10.5,,,,1
이원,2021,4,3회차,7.8,0.5,3.9,2.1,,10.9,,,,1
상곡천,2021,4,3회차,7.9,0.3,2.2,1.7,,10.3,,,,1
상곡천,2021,4,4회차,7.8,0.5,2.1,1.3,,9.5,,,,1
대청댐,2021,4,4회차,7.9,0.9,4.1,2.4,,10.0,,,,1
대청,2021,4,5회차,8.1,0.7,4.3,2.4,,11.2,,,,1
어천,2021,4,1회차,8.4,1.4,3.3,2.1,,10.5,,,,1
중원,2021,4,4회차,8.4,1.4,4.6,,,13.4,,,,1
천진호,2021,4,1회차,8.1,3.1,7.9,3.4,,10.0,,,,0
대호3,2021,4,13,8.1,1.4,6.0,4.5,,10.5,,,,1
대호3,2021,4,15,8.0,1.2,6.0,4.7,,9.8,,,,1
현도,2021,4,1회차,8.0,0.8,3.7,2.3,,11.3,,,,1
부여1,2021,4,3회차,9.2,3.5,8.8,4.9,,12.7,,,,0
부여2,2021,4,4회차,9.4,3.7,8.5,5.4,,13.1,,,,0
미호천6-1,2021,4,3회차,8.0,4.9,9.2,6.1,,9.6,,,,0
담양댐2,2021,5,11,7.9,1.2,4.1,2.2,,11.0,,,,1
장성댐1,2021,5,11,8.2,0.8,3.8,2.2,,10.4,,,,1
무안1,2021,5,2회차,7.7,3.0,8.2,4.2,,9.1,,,,0
제원A,2019,1,2회차,7.8,0.4,2.9,2.0,,15.0,,,,1
초강2,2019,1,2회차,8.0,0.5,2.7,1.4,,15.2,,,,1
상곡천,2019,1,3회차,7.1,0.4,1.6,0.7,,15.2,,,,1
미호천3,2019,1,3회차,8.2,1.6,5.2,3.0,,14.3,,,,1
석남천,2019,1,3회차,7.4,4.2,6.3,4.7,,10.6,,,,0
강경,2019,1,3회차,8.1,2.7,5.9,3.9,,15.1,,,,0
춘천,2019,1,1회차,7.3,11.3,10.0,5.5,,2.9,,,,0
장성천2,2019,1,3회차,7.5,2.5,5.8,5.3,,15.0,,,,0
황룡강3-1,2019,1,4회차,9.1,4.7,9.6,6.8,,15.9,,,,0
문평천,2019,1,2회차,7.0,0.9,3.7,3.1,,13.7,,,,1
삼포천2,2019,1,2회차,7.7,2.3,7.0,6.0,,13.4,,,,0
주암댐1,2019,1,25,6.6,0.5,3.3,3.0,,9.8,,,,1
주암댐1,2019,1,33,5.9,0.5,3.2,2.7,,10.1,,,,0
무안1,2021,4,4회차,9.1,4.8,9.3,5.1,,11.5,,,,0
영암호1,2021,4,11,7.8,0.5,4.8,3.6,,10.0,,,,1
영암호1,2021,4,13,7.8,0.6,4.6,3.2,,10.1,,,,1
궁촌천,2021,4,1회차,7.7,2.1,3.1,1.4,,8.8,,,,0
경천지1,2019,6,11,8.7,0.6,2.4,2.1,,8.9,,,,0
석성천,2021,4,1회차,7.0,1.4,6.6,1.7,,9.7,,,,1
은산천,2021,4,1회차,7.4,0.9,4.4,1.9,,9.4,,,,1
천안천2,2021,4,1회차,7.6,3.0,6.7,3.6,,8.8,,,,0
함안천1,2021,4,1회차,7.5,1.1,1.9,1.7,,11.8,,,,1
광려천1,2021,4,1회차,8.3,0.6,1.9,1.0,,13.0,,,,1
삼가천,2021,4,1회차,8.8,1.0,2.8,1.4,,12.0,,,,0
용담,2021,5,3회차,7.9,0.3,4.1,2.5,,10.2,,,,1
부리,2021,5,3회차,7.9,0.2,4.3,2.3,,9.0,,,,1
대청댐,2021,5,3회차,8.2,0.7,4.4,2.6,,9.6,,,,1
영주댐1,2021,5,15,7.6,1.5,5.2,3.6,,1.9,,,,1
금당천,2021,5,5회차,7.4,2.0,7.6,,,8.5,,,,1
주암조정지댐1,2019,6,11,8.9,0.9,2.5,1.7,,9.7,,,,0
보령댐1,2019,6,11,8.2,1.9,3.2,1.8,,9.0,,,,1
의암댐2,2021,4,1회차,7.8,1.3,2.7,1.7,,11.7,,,,1
나주댐1,2021,4,15,8.0,1.1,5.1,2.8,,10.5,,,,1
광주2-1,2021,4,2회차,7.5,12.5,11.1,5.2,,10.5,,,,0
산동,2021,4,1회차,8.5,4.6,9.3,3.3,,12.6,,,,0
광주1,2021,4,2회차,8.5,6.2,10.2,3.5,,13.0,,,,0
광주2,2021,4,2회차,7.6,11.5,10.4,3.9,,11.0,,,,0
금호호2,2021,5,11,8.4,1.6,6.9,5.2,,11.3,,,,1
외도천,2021,5,1회차,7.7,0.3,2.6,0.7,,10.0,,,,1
와탄천,2021,5,1회차,7.3,8.4,15.7,6.7,,6.4,,,,0
금호호3,2019,1,11,7.5,1.1,6.0,4.3,,14.8,,,,1
아라천1,2019,1,1회차,8.2,1.9,5.5,3.6,,14.8,,,,1
대아지2,2021,5,15,7.6,0.7,2.4,2.0,,10.3,,,,1
지석천2,2021,5,1회차,8.4,6.5,9.6,5.2,,11.3,,,,0
동화호,2021,5,15,8.0,0.6,1.8,1.1,,11.0,,,,1
금강하구2,2021,5,1회차,8.2,2.5,5.8,4.5,,9.5,,,,0
C외천천,2021,5,1회차,8.1,2.1,6.1,4.0,,10.7,,,,0
고성천,2021,4,1회차,7.6,0.9,2.9,1.8,,11.4,,,,1
남강3,2021,4,1회차,7.7,1.3,3.8,2.6,,9.7,,,,1
보청천1,2021,4,1회차,8.4,0.4,2.2,1.2,,11.0,,,,1
화양천,2021,4,1회차,8.5,0.8,2.9,1.8,,11.2,,,,1
석문천,2021,4,1회차,8.7,0.8,3.0,1.5,,11.2,,,,0
화천댐3,2019,7,15,8.3,1.0,1.5,1.7,,9.9,,,,1
함안,2019,7,3회차,8.2,1.4,7.0,4.7,,8.2,,,,1
함안,2019,7,5회차,7.8,2.0,6.0,4.2,,10.5,,,,1
토평천2,2019,7,3회차,7.9,3.6,12.5,,,9.1,,,,0
내성천5,2019,6,2회차,7.4,1.2,3.7,3.0,,8.2,,,,1
평림댐,2019,6,11,8.3,1.4,3.7,2.4,,6.3,,,,1
용수천,2019,6,1회차,9.3,0.4,4.0,2.3,,14.0,,,,0
옴천천-1,2019,6,1회차,7.0,1.6,8.2,5.4,,8.7,,,,1
상주2,2019,7,2회차,8.8,1.3,5.1,3.9,,9.6,,,,0
상주2,2019,7,3회차,8.9,1.8,5.1,,,9.5,,,,0
황구지천1-1,2019,6,3회차,7.8,2.3,9.2,5.0,,9.5,,,,0
진위천2-1,2019,6,1회차,8.0,6.3,11.9,5.7,,10.9,,,,0
논공,2019,6,2회차,8.3,2.7,6.3,6.2,,8.7,,,,0
남강댐1,2019,6,15,7.2,0.3,3.9,2.0,,1.0,,,,1
소양강2,2019,7,4회차,8.2,0.3,2.6,1.4,,8.3,,,,1
조종천3,2019,7,1회차,8.7,1.2,3.7,1.9,,10.6,,,,0
원주,2019,7,2회차,8.6,0.6,2.8,1.6,,10.0,,,,0
섬강2,2019,7,3회차,8.4,1.3,5.1,2.7,,8.8,,,,1
흑천2,2019,7,1회차,9.0,1.6,4.4,2.1,,10.8,,,,0
가막,2019,7,1회차,7.7,1.2,4.5,2.5,,8.8,,,,1
논산천4,2021,4,3회차,7.6,5.6,8.2,4.9,,10.4,,,,0
전주,2021,4,2회차,7.6,4.3,7.8,3.2,,11.6,,,,0
전주,2021,4,4회차,8.6,4.2,8.9,6.3,,12.2,,,,0
왕숙천2,2021,4,1회차,6.7,1.2,2.8,2.1,,7.2,,,,1
탐진강,2021,4,4회차,7.8,1.2,2.9,1.6,,10.0,,,,1
우치,2021,4,2회차,8.2,2.1,5.8,3.3,,10.1,,,,0
보성강A,2021,4,3회차,7.1,1.1,3.0,1.5,,10.0,,,,1
남천,2021,4,2회차,7.3,0.6,2.6,1.5,,11.2,,,,1
한탄강2,2021,4,1회차,7.9,0.9,4.1,1.2,,10.4,,,,1
청평댐2,2021,4,13,7.9,0.7,3.2,1.1,,10.8,,,,1
대청댐2,2021,4,13,7.4,1.4,2.5,2.0,,12.2,,,,1
남강댐3,2021,4,11,8.0,1.2,2.9,1.8,,11.6,,,,1
구천댐,2021,4,11,7.7,1.4,2.4,1.5,,10.1,,,,1
내가천,2019,6,1회차,7.4,24.9,7.5,15.5,,8.0,,,,0
무주남대천-1,2019,6,1회차,8.4,0.9,5.3,2.4,,10.6,,,,1
삼봉리,2019,7,2회차,7.5,0.8,3.2,1.8,,9.0,,,,1
주암댐,2019,7,3회차,7.5,1.3,3.7,2.7,,4.7,,,,1
화천댐3,2019,7,31,8.6,0.8,2.1,2.3,,8.9,,,,0
화천댐3,2019,7,35,8.3,1.0,1.5,1.7,,9.9,,,,1
황강1-1,2019,7,1회차,7.2,0.9,7.2,2.9,,8.7,,,,1
청미천1-1,2019,7,1회차,8.6,4.6,8.3,5.2,,8.2,,,,0
구운천-1,2019,7,2회차,9.0,1.6,3.2,2.0,,11.3,,,,0
오산천1,2019,7,4회차,8.0,0.5,5.4,2.8,,8.8,,,,1
신천2-1,2019,7,1회차,9.5,5.2,15.2,6.7,,10.8,,,,0
삼랑진,2019,7,3회차,8.8,4.6,11.1,6.3,,9.9,,,,0
원서천,2021,4,1회차,8.4,0.7,2.3,1.2,,11.4,,,,1
영동천1,2021,4,1회차,8.5,0.8,3.1,2.0,,11.6,,,,1
정읍천4,2021,4,4회차,7.6,4.2,9.5,6.7,,9.5,,,,0
초강2,2021,4,1회차,7.6,1.2,8.1,4.7,,10.4,,,,1
이원,2021,4,2회차,7.9,0.6,4.4,2.2,,11.0,,,,1
정읍천1,2019,7,1회차,7.0,0.8,3.6,1.9,,7.5,,,,1
화천댐2,2019,7,25,8.3,0.9,1.4,2.0,,10.0,,,,1
C오갑천,2021,4,1회차,7.8,2.2,2.8,2.7,,9.9,,,,0
달천4,2021,4,3회차,8.3,1.1,3.9,3.1,,15.1,,,,1
영월1,2021,4,1회차,8.5,1.1,1.6,2.0,,11.2,,,,1
의암댐,2021,4,1회차,7.8,1.7,3.7,2.9,,12.1,,,,1
지장천2,2021,4,1회차,8.5,1.1,4.1,2.9,,10.6,,,,1
금호호1,2021,4,15,7.8,0.8,6.4,4.9,,9.1,,,,1
광주2-1,2021,4,4회차,7.3,12.1,9.7,4.9,,7.2,,,,0
C대불산단유수지,2021,4,2회차,9.0,2.9,8.5,3.9,,11.2,,,,0
와탄천,2021,4,1회차,7.6,7.7,14.1,5.1,,9.8,,,,0
C풍영정천,2021,5,2회차,7.4,3.5,9.4,6.6,,6.6,,,,0
향목동천,2021,5,1회차,8.5,0.4,2.2,1.1,,9.8,,,,1
군위댐1,2021,5,15,7.1,0.7,5.2,3.7,,0.4,,,,1
섬진강댐3,2021,5,13,7.9,1.9,3.5,2.0,,9.6,,,,1
장흥댐4,2021,5,13,7.1,1.9,2.3,1.6,,10.1,,,,1
보현산댐,2021,5,15,7.3,0.8,5.3,4.3,,9.4,,,,1
사연댐1,2021,5,11,7.9,1.5,4.3,2.8,,7.8,,,,1
선암댐,2021,5,15,7.5,1.1,4.0,2.6,,2.4,,,,1
용담댐2,2021,5,15,7.4,0.4,2.6,1.7,,9.6,,,,1
부안댐2,2021,5,15,6.7,1.1,3.0,1.9,,8.6,,,,1
유동천2,2021,5,1회차,7.6,1.5,1.7,1.2,,10.6,,,,1
죽장천,2021,5,1회차,7.9,1.0,1.5,0.9,,10.6,,,,1
연초댐2,2021,4,15,7.0,1.3,2.6,2.0,,7.9,,,,1
대아지2,2019,6,15,8.0,0.2,3.8,1.7,,9.8,,,,1
대아지3,2019,6,11,7.9,0.8,3.1,1.7,,9.5,,,,1
남지,2019,6,1회차,6.9,2.5,8.1,2.8,,13.2,,,,0
원주천2,2019,7,1회차,7.7,10.3,11.1,8.2,,8.0,,,,0
합천댐3,2019,6,13,7.4,0.5,1.4,2.1,,7.9,,,,1
